"Opioid Inclusion Table - Finalized by HealthInsight. Revision Date  May 25, 2017",,,,,,,,,,,,,,
Exclude HTPP All,"Exclude HTPP Pill Ct (Measure part 1, part 2)",Exclude PIP All,NDC_Numeric,NDC,Product_Name,Generic_Drug_Name,Master_Form,Class,Drug,LongShortActing,DEAClassCode,Strength_Per_Unit,UOM,MME_Conversion_Factor
,,,51079077901,51079077901,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51079077920,51079077920,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51079077921,51079077921,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51079078001,51079078001,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51079078021,51079078021,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51079078099,51079078099,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51079078101,51079078101,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51079078121,51079078121,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51079086721,51079086721,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51079093320,51079093320,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51079093321,51079093321,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51189010201,51189010201,DOLO-PAP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050000,51407050000,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050001,51407050001,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050005,51407050005,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050012,51407050012,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050018,51407050018,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050020,51407050020,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050030,51407050030,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050060,51407050060,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050090,51407050090,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51407050101,51407050101,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050105,51407050105,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050112,51407050112,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050118,51407050118,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050130,51407050130,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050160,51407050160,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51407050190,51407050190,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51432022103,51432022103,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51432022105,51432022105,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51432022703,51432022703,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51432022705,51432022705,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655081224,51655081224,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655081225,51655081225,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655081226,51655081226,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655081252,51655081252,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655081253,51655081253,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655081254,51655081254,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655081282,51655081282,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655083524,51655083524,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51655083624,51655083624,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655083627,51655083627,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655083652,51655083652,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655086627,51655086627,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655086652,51655086652,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655087124,51655087124,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655087152,51655087152,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51655090020,51655090020,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655090030,51655090030,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655090053,51655090053,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51655090054,51655090054,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51728077101,51728077101,HYDROCODONE W/APAP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51862021501,51862021501,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51862021505,51862021505,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51862021601,51862021601,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51862021605,51862021605,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51862021701,51862021701,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51862021705,51862021705,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51862022701,51862022701,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51862022705,51862022705,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51862022801,51862022801,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51862022805,51862022805,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51862022901,51862022901,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51862022905,51862022905,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51875038601,51875038601,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,2.50,MG,1
,,,51875038701,51875038701,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51875038702,51875038702,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,51875038801,51875038801,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51875038802,51875038802,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51875038901,51875038901,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51875038902,51875038902,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51875039001,51875039001,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51875039002,51875039002,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,51875039101,51875039101,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,51875039102,51875039102,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52349020210,52349020210,HYCOMED,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52406095401,52406095401,HYDROCODONE W/APAP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52544016101,52544016101,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544016105,52544016105,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544016201,52544016201,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544016301,52544016301,MAXIDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544034901,52544034901,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52544034905,52544034905,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52544038501,52544038501,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544038505,52544038505,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544038701,52544038701,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544038705,52544038705,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544038801,52544038801,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,2.50,MG,1
,,,52544050201,52544050201,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544050205,52544050205,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544050301,52544050301,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544050305,52544050305,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544053901,52544053901,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544053905,52544053905,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544054001,52544054001,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544054005,52544054005,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544063401,52544063401,MAXIDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544072901,52544072901,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52544085301,52544085301,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544085305,52544085305,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52544091301,52544091301,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52544091348,52544091348,NORCO,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52555007601,52555007601,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52555007605,52555007605,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52555065201,52555065201,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555065205,52555065205,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555065301,52555065301,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555065401,52555065401,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555065405,52555065405,APAP/HYDROCODONE BITARTRATE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555067201,52555067201,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52555067205,52555067205,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52555069901,52555069901,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555069905,52555069905,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555070001,52555070001,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555070101,52555070101,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52555070105,52555070105,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52959007102,52959007102,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52959007120,52959007120,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52959007160,52959007160,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52959007190,52959007190,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,52959018520,52959018520,LORTAB 5/500,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959018524,52959018524,LORTAB 5/500,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959018610,52959018610,LORTAB 7.5/500,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52959018612,52959018612,LORTAB 7.5/500,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52959018615,52959018615,LORTAB 7.5/500,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52959018624,52959018624,LORTAB 7.5/500,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,52959031200,52959031200,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031201,52959031201,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031202,52959031202,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031204,52959031204,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031206,52959031206,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031208,52959031208,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031210,52959031210,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031212,52959031212,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031214,52959031214,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031215,52959031215,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031216,52959031216,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031220,52959031220,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031224,52959031224,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031225,52959031225,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031228,52959031228,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031230,52959031230,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031235,52959031235,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031240,52959031240,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031242,52959031242,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031245,52959031245,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031250,52959031250,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,52959031258,52959031258,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
